building_id,address,normalized_address,street_number,street_name,city,state,zip_code,lat,lng,building_type,building_area_sqft,num_stories,estimated_roof_area,solar_capacity_kw,score,score_breakdown,geocoded,data_quality,sources,business_name,business_types,business_rating,business_reviews_count,business_status,business_website,business_phone,solar_max_panels,solar_max_area_m2,solar_sunshine_hours_year,solar_carbon_offset_kg_mwh,solar_optimal_panels,solar_optimal_energy_kwh_year,solar_monthly_savings,solar_payback_years,solar_financially_viable,solar_panel_capacity_watts,solar_roof_area_m2,solar_roof_segment_count,solar_min_panels,solar_min_energy_kwh,solar_percentage,icp_bucket,ineligible,enriched_score,enriched_score_breakdown,solar_proxy
SMART_ChIJaZNMxStt04kR0buOGwKQ7Gk,"1 Scrivner Dr, Cheektowaga, NY 14227, United States",,,,,,,42.8718496,-78.74998649999999,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']","Latina Boulevard Foods, LLC","establishment,point_of_interest",4.4,136.0,OPERATIONAL,https://www.latinaboulevardfoods.com/,(716) 656-8400,16.0,31.416878,1337.4928,463.57233,16.0,7689.9106,100,9.583333,False,400.0,46.81892,2.0,4.0,2048.0403,,General Commercial,False,35.0,"{'solar_potential': 15, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJzScgSrwG1IkRSk3R_HZBAnY,"16677 Holley Rd #31, Holley, NY 14470, United States",,,,,,,43.2265247,-78.0405522,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']",Holley Cold Storage,"establishment,point_of_interest,storage",4.8,63.0,OPERATIONAL,https://holleycoldstorage.com/,(585) 638-6393,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJtaZer9YT04kRgD-zetJLIBw,"31 Tonawanda St, Buffalo, NY 14207, United States",,,,,,,42.9298617,-78.8968636,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']",Secure Storage,"establishment,point_of_interest,storage,store",4.9,114.0,OPERATIONAL,https://www.securestorage.org/locations/buffalo-ny-14207?utm_source=google&utm_medium=organic&utm_campaign=gbp,(716) 770-1588,2346.0,4606.4995,1363.8999,463.57233,2346.0,1200431.9,100,8.583333,False,400.0,5854.318,26.0,4.0,2239.4756,,📦 Tier 1: Warehousing/Storage,False,85.0,"{'solar_potential': 40, 'icp_relevance': 25, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJJZSiBsRt04kR_KD3k4Wxme0,"2122 Colvin Blvd, Tonawanda, NY 14150, United States",,,,,,,42.99519009999999,-78.85405039999999,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']",Extra Space Storage,"establishment,moving_company,point_of_interest,storage,store",4.9,473.0,OPERATIONAL,https://www.extraspace.com/storage/facilities/us/new_york/tonawanda/3934/?cid=org::maps&utm_source=google&utm_medium=organic&utm_campaign=org::maps,(716) 245-7117,4725.0,9277.797,1411.5393,463.57233,4725.0,2461829.5,100,8.583333,False,400.0,12561.769,87.0,4.0,2278.877,,📦 Tier 1: Warehousing/Storage,False,85.0,"{'solar_potential': 40, 'icp_relevance': 25, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJa43Z0Gxi04kRRZ73TrNO8f4,"3621 Curtis Ave, Ransomville, NY 14131, United States",,,,,,,43.2388455,-78.9056921,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']",Ransomville Cold Storage Co,,,,,,,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,64.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7}",True
SMART_ChIJ58Nosn0G1IkR4lZuFD8NL4A,"16213 Lynch Rd, Holley, NY 14470, United States",,,,,,,43.2362291,-78.0676952,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']",CW Cold Storage,,,,,,,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,64.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7}",True
SMART_ChIJba1fhb9t04kRzpF9Zyk5Xvc,"105 Hospitality Center Way, Tonawanda, NY 14150, United States",,,,,,,42.9970802,-78.8627168,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']",Public Storage,"establishment,point_of_interest,storage,store",4.7,371.0,OPERATIONAL,https://www.publicstorage.com/self-storage-ny-tonawanda/1583.html?pspid=pslocalsearch&utm_source=google&utm_medium=local_maps,(716) 243-2450,447.0,877.70905,1356.6328,463.57233,447.0,233618.64,100,8.833333,False,400.0,1092.7524,3.0,4.0,2164.8281,,📦 Tier 1: Warehousing/Storage,False,85.0,"{'solar_potential': 40, 'icp_relevance': 25, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJdW-BAYfK1okRgoPQboHuxtc,"2 Rockwood St #5, Rochester, NY 14610, United States",,,,,,,43.1453944,-77.5518204,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']",Rochester Cold Storage,,,,,,,843.0,1655.2767,1379.6333,463.57233,843.0,437352.34,100,8.833333,False,400.0,2315.2505,25.0,4.0,2216.0544,,📦 Tier 1: Warehousing/Storage,False,82.0,"{'solar_potential': 40, 'icp_relevance': 25, 'building_type': 10, 'business_identified': 7}",
SMART_ChIJ245Xr2A314kRrMdrDyu3N3w,"10345 Storage Ave, Rose, NY 14542, United States",,,,,,,43.1845613,-76.89299969999999,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']",Sodus Cold Storage,"establishment,point_of_interest,storage",4.7,15.0,OPERATIONAL,https://www.soduscoldstorage.com/,(315) 587-2045,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJGR-VT2ds04kRYUvasiHjB1c,"625 Ensminger Rd, Tonawanda, NY 14150, United States",,,,,,,42.9882709,-78.9065652,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Tonawanda NY']",Buffalo Granite & Marble,"establishment,general_contractor,home_goods_store,point_of_interest,store",4.8,127.0,OPERATIONAL,https://buffalograniteandmarble.com/,(716) 875-4700,1140.0,2238.4526,1376.5885,463.57233,1140.0,610298.6,100,8.666667,False,400.0,2638.1162,3.0,4.0,2213.835,,General Commercial,False,60.0,"{'solar_potential': 40, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ_V1Krsgf2okRTUD-6SK7EqM,"3181 US-11, Lafayette, NY 13084, United States",,,,,,,42.9257149,-76.1200022,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",CNY Auto Auction Inc,"car_dealer,establishment,point_of_interest,store",4.3,76.0,OPERATIONAL,https://cnyaa.com/,(315) 677-5201,0.0,,,,,0.0,,,,,,,,,,🚗 Tier 2: Auto/Equipment,False,57.0,"{'solar_potential': 12, 'icp_relevance': 15, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJMz5c1Wbr2YkR7N6fsxq4vB0,"5930 NY-31, Cicero, NY 13039, United States",,,,,,,43.1752652,-76.1102782,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",ADESA Syracuse,"car_dealer,establishment,point_of_interest,store",4.2,169.0,OPERATIONAL,https://www.adesa.com/auction_location/adesa-syracuse/,(315) 699-2792,813.0,1596.3701,1366.2175,463.57233,813.0,427580.0,100,9.166667,False,400.0,2084.551,12.0,4.0,2207.8767,,General Commercial,False,60.0,"{'solar_potential': 40, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJZVNBx3rr2YkR3hIAIK52htQ,"8459 Brewerton Rd, Cicero, NY 13039, United States",,,,,,,43.179594,-76.1246239,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",IAA Syracuse,"establishment,point_of_interest",4.2,71.0,OPERATIONAL,https://www.iaai.com/locations/628?utm_source=Google&utm_medium=organic&utm_campaign=dac-local-listing-sitelocation,(315) 699-2622,405.0,795.23975,1339.0898,463.57233,405.0,212736.45,100,9.333333,False,400.0,945.53644,3.0,4.0,2139.0313,,General Commercial,False,60.0,"{'solar_potential': 40, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJOYxpGF920YkRKR8c9WAnVIs,"10010 Main St, Dansville, NY 14437, United States",,,,,,,42.5458266,-77.68111630000001,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",Expressway Auto Auction Inc,"car_dealer,establishment,point_of_interest,store",4.4,99.0,OPERATIONAL,http://www.expresswayauto.com/,(585) 335-6071,0.0,,,,,0.0,,,,,,,,,,🚗 Tier 2: Auto/Equipment,False,57.0,"{'solar_potential': 12, 'icp_relevance': 15, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJTZqiM3fq2YkR3G5GyE41bXw,"46 Zuk-Pierce Rd Bldg 1, Central Square, NY 13036, United States",,,,,,,43.2454283,-76.14585249999999,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",Copart - Syracuse,"car_dealer,car_repair,establishment,point_of_interest,store",3.5,92.0,OPERATIONAL,https://www.copart.com/locations/syracuse-ny-25?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=link-website,(315) 676-7153,0.0,,,,,0.0,,,,,,,,,,General Commercial,False,39.0,"{'solar_potential': 12, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7}",True
SMART_ChIJzTSTlrML0IkRikICRuEI-0E,"830 Talmadge Hill Rd S, Waverly, NY 14892, United States",,,,,,,42.0114262,-76.5081132,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']","State Line Auto Auction, Inc.","car_dealer,establishment,point_of_interest,store",4.4,274.0,OPERATIONAL,http://www.statelineauto.com/,(607) 565-8151,0.0,,,,,0.0,,,,,,,,,,🚗 Tier 2: Auto/Equipment,False,57.0,"{'solar_potential': 12, 'icp_relevance': 15, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJ0fukLMMa04kRykVaHK47FmY,"4781 Camp Rd, Hamburg, NY 14075, United States",,,,,,,42.7566862,-78.85936889999999,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",West Herr Auto Exchange Wholesale Auction,"car_dealer,establishment,point_of_interest,store",3.8,38.0,OPERATIONAL,http://westherrautoexchange.com/,(716) 312-0182,510.0,1001.41296,1405.0483,463.57233,510.0,260380.45,100,8.5,False,400.0,1136.4034,4.0,4.0,2249.2356,,🚗 Tier 2: Auto/Equipment,False,72.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 10, 'business_identified': 7}",
SMART_ChIJCaBUkSrA2YkR_ad1mOYe5v8,"988 County Rte 37, Central Square, NY 13036, United States",,,,,,,43.2448432,-76.1295676,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",Crossroads Auction Center,,,,,,,0.0,,,,,0.0,,,,,,,,,,General Commercial,False,39.0,"{'solar_potential': 12, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7}",True
SMART_ChIJ4zdx1R9L0YkR-WAQa3VL4Xk,"3600 W Henrietta Rd, Rochester, NY 14623, United States",,,,,,,43.0799073,-77.63930119999999,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",CarMax,"car_dealer,establishment,point_of_interest,store",4.3,1337.0,OPERATIONAL,https://www.carmax.com/stores/6043?utm_source=SEO_Local&utm_medium=SEO_Local_Snack_Pack&utm_campaign=SEO_NY&utm_content=SEO_Rochester&utm_term=SEO_6043,(585) 334-3402,1093.0,2146.1655,1366.9891,463.57233,1093.0,563186.94,100,9.0,False,400.0,3337.025,18.0,4.0,2192.422,,General Commercial,False,60.0,"{'solar_potential': 40, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJZ4j0t27j04kRN_Yq0OBstF8,"4 West Ave Bldg 1, Le Roy, NY 14482, United States",,,,,,,42.9814991,-78.0034392,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",American Legion,"establishment,point_of_interest",4.3,39.0,OPERATIONAL,,(585) 768-8597,0.0,,,,,0.0,,,,,,,,,,General Commercial,False,42.0,"{'solar_potential': 12, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJy7Gix-T904kRT6DMEY5b8_A,"7149 Apple Tree Ave, Bergen, NY 14416, United States",,,,,,,43.0696725,-77.9406681,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",IAA Rochester,"establishment,point_of_interest",4.4,38.0,OPERATIONAL,https://www.iaai.com/locations/671?utm_source=Google&utm_medium=organic&utm_campaign=dac-local-listing-sitelocation,(585) 494-2185,0.0,,,,,0.0,,,,,,,,,,General Commercial,False,42.0,"{'solar_potential': 12, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJ_dmj7y-N2YkRKMXY-AiRxBg,"304 W 2nd St, East Syracuse, NY 13057, United States",,,,,,,43.0608928,-76.07436059999999,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']","Syracuse Tile & Marble, Inc.","establishment,furniture_store,general_contractor,home_goods_store,point_of_interest,store",4.8,60.0,OPERATIONAL,http://www.syracusetileandmarble.com/,(315) 437-8127,76.0,149.23016,1339.9912,463.57233,76.0,39814.965,100,9.416667,False,400.0,186.66028,1.0,4.0,2113.0884,,General Commercial,False,45.0,"{'solar_potential': 25, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJeVl0nWiz1okRdOjoqUy17ow,"20 Cairn St, Rochester, NY 14611, United States",,,,,,,43.14361820000001,-77.6644642,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",Central Auto Auction,"car_dealer,establishment,point_of_interest,store",4.3,70.0,OPERATIONAL,,(585) 328-2277,798.0,1566.9167,1378.5521,463.57233,798.0,419344.03,100,9.0,False,400.0,2227.4136,24.0,4.0,2217.9763,,🚗 Tier 2: Auto/Equipment,False,75.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ40aj1Afr2YkRb7KPZlB5rc4,"8901 US-11, Brewerton, NY 13029, United States",,,,,,,43.2008489,-76.1312444,industrial,,,0.0,,,,,,"['smart_discovery', 'auto auction sites in Clay NY']",Brewerton Pharmacy and Compounding Center,"establishment,health,pharmacy,point_of_interest,store",4.5,42.0,OPERATIONAL,http://www.brewertonpharmacy.com/,(315) 676-4441,930.0,1826.1061,1369.0138,463.57233,930.0,464028.53,100,9.166667,False,400.0,3282.0496,45.0,4.0,2189.4507,,🏭 Tier 1: Manufacturing/Industrial,False,85.0,"{'solar_potential': 40, 'icp_relevance': 25, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJyymlKyi01okRCl4DkJ8Idl4,"2052 St Paul St, Rochester, NY 14621, United States",,,,,,,43.1935459,-77.6167323,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Northridge Church - Rochester Campus,"church,establishment,place_of_worship,point_of_interest",4.9,146.0,OPERATIONAL,http://www.northridgerochester.com/,(585) 338-7810,1438.0,2823.5918,1478.7191,463.57233,1438.0,727647.5,100,8.416667,False,400.0,3841.9333,45.0,4.0,2375.6,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ5diBISmw1okR5oyrqnMCZIA,"3651 Latta Rd, Rochester, NY 14612, United States",,,,,,,43.2524405,-77.7406568,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Lakeshore Community Church,"church,establishment,place_of_worship,point_of_interest",4.8,75.0,OPERATIONAL,http://www.lakeshorechurch.org/,(585) 392-5253,1444.0,2835.3733,1466.5917,463.57233,1444.0,757037.94,100,8.5,False,400.0,3974.3623,32.0,4.0,2348.961,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJDfqYq2hN0YkRGqQS9JJUxdw,"715 Paul Rd, Rochester, NY 14624, United States",,,,,,,43.1048602,-77.7347267,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",The Father's House,"church,establishment,place_of_worship,point_of_interest",4.7,264.0,OPERATIONAL,https://tfhny.org/,(585) 889-4870,1847.0,3626.6858,1371.2871,463.57233,1847.0,973809.7,100,8.916667,False,400.0,4161.815,7.0,4.0,2224.6074,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ4xzNEaO11okRhTFuuVI7u4w,"440 East Ave, Rochester, NY 14607, United States",,,,,,,43.1551951,-77.59248,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Grace Road Church,"church,establishment,place_of_worship,point_of_interest",4.8,106.0,OPERATIONAL,http://www.graceroadchurch.org/,(585) 204-0468,523.0,1026.9392,1460.9514,463.57233,523.0,253111.88,100,8.5,False,400.0,1800.2212,58.0,4.0,2348.1018,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJK5HMpLvL1okRy2XJkbsA4hQ,"2530 Browncroft Blvd, Rochester, NY 14625, United States",,,,,,,43.1546731,-77.5008556,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",2509 BROWNCROFT BLVD,"establishment,point_of_interest",,,OPERATIONAL,,,2687.0,5276.072,1464.4532,463.57233,2687.0,1392151.0,100,8.5,False,400.0,6566.705,23.0,4.0,2363.911,,General Commercial,False,49.0,"{'solar_potential': 40, 'building_type': 2, 'business_identified': 7}",
SMART_ChIJrdt66zi11okR-XBTenVdHDU,"1876 Elmwood Ave, Rochester, NY 14620, United States",,,,,,,43.12648009999999,-77.58664700000001,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Faith Church,"church,establishment,place_of_worship,point_of_interest",4.8,111.0,OPERATIONAL,http://faithchurchroc.com/,(585) 473-1680,925.0,1816.2882,1430.2996,463.57233,925.0,473059.53,100,8.583333,False,400.0,2461.1628,18.0,4.0,2291.5706,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJIwjNDJe01okR0l96Awxsb9Y,"330 Wellington Ave, Rochester, NY 14619, United States",,,,,,,43.1417316,-77.6405413,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",New Life Fellowship,"church,establishment,place_of_worship,point_of_interest",4.8,54.0,OPERATIONAL,http://www.newlifeministries.org/,(585) 436-0085,510.0,1001.41296,1455.2998,463.57233,510.0,247653.22,100,8.5,False,400.0,1529.649,34.0,4.0,2342.3508,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJs7pDCB-01okRLn6G6rUgF-c,"296 Flower City Park, Rochester, NY 14615, United States",,,,,,,43.1933727,-77.6328602,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Sacred Heart Cathedral,"church,establishment,place_of_worship,point_of_interest,tourist_attraction",4.7,330.0,OPERATIONAL,https://sacredheartrochester.org/,(585) 254-3221,1099.0,2157.9468,1370.9955,463.57233,1099.0,499118.3,100,8.833333,False,400.0,3035.6128,69.0,4.0,2230.4524,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ4b190RW01okRKLQb8pqYSQw,"121 Driving Park Ave, Rochester, NY 14613, United States",,,,,,,43.1808219,-77.6334445,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Greater Harvest Church,"church,establishment,place_of_worship,point_of_interest",4.8,25.0,OPERATIONAL,http://gharvestchurch.com/,(585) 496-4647,43.0,84.43286,1435.2644,463.57233,43.0,18686.02,100,9.416667,False,400.0,155.62547,9.0,4.0,2203.4636,,⛪ Tier 2: Nonprofit/Community,False,42.0,"{'solar_potential': 15, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ6TcRZw-x1okRHUIwSp7qQ6I,"1301 Vintage Ln, Rochester, NY 14626, United States",,,,,,,43.2303209,-77.6919877,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Hope Church - Greece Campus,"church,establishment,place_of_worship,point_of_interest",4.8,155.0,OPERATIONAL,https://sharethehope.org/,(585) 723-4673,1569.0,3080.8176,1456.7821,463.57233,1569.0,829055.0,100,8.416667,False,400.0,4194.643,42.0,4.0,2378.9702,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJHce8GAFL0YkRsvd3YRlRGys,"32 Wildbriar Rd, Rochester, NY 14623, United States",,,,,,,43.08199279999999,-77.610799,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Victory Church,"church,establishment,place_of_worship,point_of_interest",4.7,41.0,OPERATIONAL,http://discovervictory.com/,(585) 334-8524,835.0,1639.5684,1437.763,463.57233,835.0,430408.22,100,8.5,False,400.0,2310.6707,30.0,4.0,2307.942,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJi5dNeBXJ1okR4ju9pa1706Y,"1280 Creek St, Webster, NY 14580, United States",,,,,,,43.1878064,-77.5029113,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']","Blessed Hope Community Church in Webster, NY","church,establishment,place_of_worship,point_of_interest",5.0,16.0,OPERATIONAL,https://www.churches-in-rochester-ny.com/,(585) 662-5759,467.0,916.9801,1459.6096,463.57233,467.0,245124.83,100,9.5,False,400.0,1083.0873,4.0,4.0,2335.4797,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJMejOln_K1okRkk-Pb3E3Crk,"50 Carlson Rd, Rochester, NY 14610, United States",,,,,,,43.150953,-77.5606227,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Comedy @ The Carlson,"bar,establishment,point_of_interest",4.6,1264.0,OPERATIONAL,http://carlsoncomedy.com/,(585) 426-6339,6549.0,12859.32,1360.4846,463.57233,6549.0,3256991.0,100,8.916667,False,400.0,19716.947,116.0,4.0,2210.2861,,General Commercial,False,52.0,"{'solar_potential': 40, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJO-XGxBBT0YkRtoI-LmU2Djs,"3355 Union St, North Chili, NY 14514, United States",,,,,,,43.11345,-77.80435360000001,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Encounter Church NY,"church,establishment,place_of_worship,point_of_interest",4.9,32.0,OPERATIONAL,http://www.encounterny.com/,(585) 594-2010,1338.0,2627.2363,1475.8524,463.57233,1338.0,695480.94,100,9.416667,False,400.0,3235.1682,16.0,4.0,2372.2896,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJZZTR0-W01okRwhXa6wMUX_E,"700 Exchange St, Rochester, NY 14608, United States",,,,,,,43.1412273,-77.6173185,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Church of Love Faith Center,"church,establishment,place_of_worship,point_of_interest",4.5,61.0,OPERATIONAL,http://colfc.org/,(585) 454-3270,550.0,1079.9552,1431.081,463.57233,550.0,274917.22,100,8.5,False,400.0,1662.2732,41.0,4.0,2304.372,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
