building_id,address,normalized_address,street_number,street_name,city,state,zip_code,lat,lng,building_type,building_area_sqft,num_stories,estimated_roof_area,solar_capacity_kw,score,score_breakdown,geocoded,data_quality,sources,business_name,business_types,business_rating,business_reviews_count,business_status,business_website,business_phone,solar_max_panels,solar_max_area_m2,solar_sunshine_hours_year,solar_carbon_offset_kg_mwh,solar_optimal_panels,solar_optimal_energy_kwh_year,solar_monthly_savings,solar_payback_years,solar_financially_viable,solar_panel_capacity_watts,solar_roof_area_m2,solar_roof_segment_count,solar_min_panels,solar_min_energy_kwh,solar_percentage,icp_bucket,ineligible,enriched_score,enriched_score_breakdown,solar_proxy
SMART_ChIJB7tbYIPK1okRj3kMtFQ_rP8,"220 S Winton Rd, Rochester, NY 14610, United States",,,,,,,43.1409992,-77.55717609999999,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",First Unitarian Church of Rochester,"church,establishment,park,place_of_worship,point_of_interest",4.7,95.0,OPERATIONAL,http://rochesterunitarian.org/,(585) 271-9070,597.0,1172.2423,1367.4725,463.57233,597.0,295718.66,100,9.083333,False,400.0,1945.6451,42.0,4.0,2206.2966,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJQ4DQ_Um01okRJ6MlGru7iGE,"859 N Clinton Ave, Rochester, NY 14605, United States",,,,,,,43.1741125,-77.6137232,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",St. Michael's Church,"church,establishment,place_of_worship,point_of_interest,tourist_attraction",4.6,173.0,OPERATIONAL,https://cabriniroc.org/saint-michaels-church,(585) 325-4041,495.0,971.95966,1390.8401,463.57233,495.0,196586.06,100,8.75,False,400.0,1573.5758,36.0,4.0,2238.6038,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ-76DsPey1okRpJUnOoN-0Yg,"3177 Lyell Rd, Rochester, NY 14606, United States",,,,,,,43.16421709999999,-77.7133522,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Rochester Christian Church Ministries,"church,establishment,place_of_worship,point_of_interest",3.7,33.0,OPERATIONAL,http://www.rccm.org/,(585) 247-4444,796.0,1562.9896,1479.5305,463.57233,796.0,403692.94,100,8.416667,False,400.0,2024.4865,10.0,4.0,2380.3042,,⛪ Tier 2: Nonprofit/Community,False,64.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7}",
SMART_ChIJae5OVFa01okRPlJNHOi5lNU,"121 Fitzhugh St N, Rochester, NY 14614, United States",,,,,,,43.1575,-77.61638889999999,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Spiritus Christi Church,"church,establishment,place_of_worship,point_of_interest",4.6,61.0,OPERATIONAL,http://www.spirituschristi.org/,(585) 325-1180,924.0,1814.3247,1435.1304,463.57233,924.0,437840.44,100,8.5,False,400.0,2635.2688,47.0,4.0,2304.7295,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJO3nGx1pK0YkRWmSUSC4M0Us,"1125 Calkins Rd, Rochester, NY 14623, United States",,,,,,,43.0680134,-77.59496709999999,church,,,0.0,,,,,,"['smart_discovery', 'large churches in Rochester NY']",Harvest Bible Fellowship,"church,establishment,place_of_worship,point_of_interest",4.9,17.0,OPERATIONAL,https://www.harvestbibleroc.org/,(585) 359-1230,286.0,561.57666,1437.5463,463.57233,286.0,137549.17,100,8.583333,False,400.0,701.28503,7.0,4.0,2296.7312,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJQVvmbeKS2YkRx_Qdyw7jRlg,"7000 All Nations Blvd, East Syracuse, NY 13057, United States",,,,,,,43.1245109,-76.0533991,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Abundant Life Christian Center,"church,establishment,place_of_worship,point_of_interest,school",4.6,108.0,OPERATIONAL,https://abundantlife.church/,(315) 463-7300,2712.0,5325.1606,1456.5983,463.57233,2712.0,1318211.6,100,8.583333,False,400.0,6934.813,62.0,4.0,2342.133,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ7cbHWFCS2YkRbISrMq-YyB0,"7125 Collamer Rd, East Syracuse, NY 13057, United States",,,,,,,43.1120606,-76.03052939999999,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Life Church,"church,establishment,place_of_worship,point_of_interest",4.7,39.0,OPERATIONAL,http://www.lifechurchcny.com/,(315) 656-7284,874.0,1716.147,1368.1545,463.57233,874.0,452883.16,100,9.166667,False,400.0,2170.6199,12.0,4.0,2184.9045,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJQ_9SXBnt2YkRjQLBxa4uBNw,"911 Church St, Syracuse, NY 13212, United States",,,,,,,43.1280563,-76.1135819,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",North Syracuse Christian Church,"church,establishment,place_of_worship,point_of_interest",4.9,42.0,OPERATIONAL,https://northsyracusechristianchurch.weebly.com/,,373.0,732.40594,1387.0728,463.57233,373.0,179784.9,100,9.0,False,400.0,890.30005,7.0,4.0,2230.4739,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJt3pZotb22YkRM_YK5AAqVyA,"2515 W Genesee St, Syracuse, NY 13219, United States",,,,,,,43.0467305,-76.20722549999999,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Grace Assembly of God Church,"church,establishment,place_of_worship,point_of_interest",4.9,56.0,OPERATIONAL,http://www.graceagsyracuse.com/,(315) 488-8013,408.0,801.1304,1454.2866,463.57233,408.0,197632.89,100,8.583333,False,400.0,1005.9882,6.0,4.0,2327.519,,🏭 Tier 1: Manufacturing/Industrial,False,77.0,"{'solar_potential': 40, 'icp_relevance': 25, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJrdFwzUry2YkRkNBvGFFxX20,"1025 N Townsend St, Syracuse, NY 13208, United States",,,,,,,43.061972,-76.1530669,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Christian Life Assembly UPC - Syracuse Campus,"church,establishment,place_of_worship,point_of_interest",4.9,31.0,OPERATIONAL,https://claupc.org/,(315) 476-2878,210.0,412.34653,1443.1443,463.57233,210.0,92197.11,100,8.666667,False,400.0,630.5788,10.0,4.0,2307.5933,,🏭 Tier 1: Manufacturing/Industrial,False,72.0,"{'solar_potential': 35, 'icp_relevance': 25, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJW_ceq8jz2YkRF4GK_wT7YGU,"620 W Genesee St, Syracuse, NY 13204, United States",,,,,,,43.0539701,-76.1609448,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Missio Church | Downtown Syracuse,"church,establishment,place_of_worship,point_of_interest",4.9,44.0,OPERATIONAL,http://missiochurch.org/,(315) 299-4101,291.0,571.3945,1366.513,463.57233,291.0,121529.266,100,9.25,False,400.0,977.5639,47.0,4.0,2207.9578,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJBeIxTbPz2YkR2BSraqDU58A,"214 Solar St, Syracuse, NY 13204, United States",,,,,,,43.0594343,-76.1585801,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Franklin Square Park,"establishment,park,point_of_interest,tourist_attraction",4.6,323.0,OPERATIONAL,https://www.syr.gov/Living/Our-Community/Parks-Recreation-Youth-Services/Visit-Our-Parks/Franklin-Square-Park,(315) 473-4330,491.0,964.1054,1445.7319,463.57233,491.0,239943.33,100,8.583333,False,400.0,1547.5956,35.0,4.0,2323.2476,,General Commercial,False,52.0,"{'solar_potential': 40, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ1Zk_08_t2YkRFQUcMsY3ytw,"7463 Buckley Rd, Syracuse, NY 13212, United States",,,,,,,43.1324408,-76.1663207,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",North Central Church,"church,establishment,place_of_worship,point_of_interest,school",4.7,53.0,OPERATIONAL,http://www.northcentral.org/,(315) 458-0896,580.0,1138.8618,1465.8007,463.57233,580.0,279491.4,100,8.5,False,400.0,1515.5018,19.0,4.0,2345.1829,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJb8XlMWjx2YkRDjuzmrTFfwU,"705 Hamilton St, Syracuse, NY 13204, United States",,,,,,,43.0480062,-76.1923218,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Encounter Christian Fellowship,"church,establishment,place_of_worship,point_of_interest",5.0,16.0,OPERATIONAL,https://encountercf.com/,(315) 488-8721,35.0,68.72442,1295.8113,463.57233,35.0,15341.632,100,10.25,False,400.0,133.26277,7.0,4.0,1970.9716,,⛪ Tier 2: Nonprofit/Community,False,42.0,"{'solar_potential': 15, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJqydxCsby2YkRX0BPDuJU4C8,"2384 James St, Syracuse, NY 13206, United States",,,,,,,43.06838339999999,-76.1130147,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",The Palace Theatre,"establishment,food,movie_theater,point_of_interest",4.6,591.0,OPERATIONAL,http://palaceonjames.com/,(315) 463-9240,579.0,1136.8983,1368.7375,463.57233,579.0,291915.25,100,9.25,False,400.0,1864.7825,40.0,4.0,2203.6003,,General Commercial,False,52.0,"{'solar_potential': 40, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJmTZQsRvw2YkRPRky_tFr7hU,"312 Lakeside Rd, Syracuse, NY 13209, United States",,,,,,,43.1056445,-76.2550495,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Vineyard Church - State Fair,"church,establishment,place_of_worship,point_of_interest",4.8,161.0,OPERATIONAL,http://www.vineyardny.org/,(315) 407-8463,1893.0,3717.0093,1358.8335,463.57233,1893.0,1015242.7,100,9.25,False,400.0,4082.0303,1.0,4.0,2166.6816,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJfcZ-jq_y2YkRq06TshkT7pA,"6099 Court Street Rd, Syracuse, NY 13206, United States",,,,,,,43.0858395,-76.0977448,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Living Word Church,"church,establishment,place_of_worship,point_of_interest",4.6,74.0,OPERATIONAL,http://www.livingword.live/,(315) 437-6774,2416.0,4743.9487,1444.2644,463.57233,2416.0,1184465.8,100,8.583333,False,400.0,6447.8467,59.0,4.0,2335.022,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJD-odbvvy2YkRJmXDEZ2QTkM,"1228 Teall Ave, Syracuse, NY 13206, United States",,,,,,,43.0637396,-76.12216939999999,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",The Higher Company,"establishment,point_of_interest,store",4.7,70.0,OPERATIONAL,http://thehigherco420.com/,(315) 870-7140,463.0,909.1259,1416.9291,463.57233,463.0,195883.89,100,8.75,False,400.0,1197.7976,14.0,4.0,2276.4297,,General Commercial,False,52.0,"{'solar_potential': 40, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJvWFHuW702YkRDHI5N44pnz8,"3112 Midland Ave, Syracuse, NY 13205, United States",,,,,,,43.0096915,-76.1479341,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Syracuse Alliance Church,"church,establishment,place_of_worship,point_of_interest",4.7,32.0,OPERATIONAL,http://www.syracusealliancechurch.org/,(315) 492-1741,887.0,1741.6732,1441.409,463.57233,887.0,436886.78,100,8.666667,False,400.0,2234.0403,15.0,4.0,2306.8315,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJnRBrJEzl2YkRxy7uMTLZnTg,"7247 State Fair Blvd, Syracuse, NY 13209, United States",,,,,,,43.120667,-76.28657299999999,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",New York State Fairgrounds,"establishment,point_of_interest",4.5,9499.0,OPERATIONAL,https://nysfairgrounds.ny.gov/venues/expo-center,(315) 487-7711,388.0,761.8593,1365.5436,463.57233,388.0,208156.36,100,9.25,False,400.0,886.94916,1.0,4.0,2172.88,,General Commercial,False,52.0,"{'solar_potential': 40, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJ26C9mjvz2YkRo6YGFQj_2Rg,"3217 E Genesee St, Syracuse, NY 13214, United States",,,,,,,43.0431468,-76.09564499999999,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Redeemer Church - Syracuse Campus,"church,establishment,place_of_worship,point_of_interest",5.0,7.0,OPERATIONAL,https://www.myredeemerchurch.com/syracuse/,(315) 792-4748,483.0,948.397,1341.9824,463.57233,483.0,253431.13,100,9.333333,False,400.0,1126.5895,3.0,4.0,2137.2874,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJnaDi7Knt2YkRCK84AGKMCU0,"420 S Main St, North Syracuse, NY 13212, United States",,,,,,,43.1303059,-76.13409419999999,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",North Syracuse Sales Co Inc.,"establishment,home_goods_store,point_of_interest,store",4.9,17.0,OPERATIONAL,https://rymaps.xyz/business/north-syracuse-sales-co-inc-pftx1p,(315) 452-7890,1828.0,3589.3782,1436.5411,463.57233,1828.0,897255.7,100,8.666667,False,400.0,4708.2295,38.0,4.0,2302.8064,,General Commercial,False,52.0,"{'solar_potential': 40, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJL0FKRJfz2YkRt7257oUnWN0,"817 E Willow St, Syracuse, NY 13203, United States",,,,,,,43.0562888,-76.1432006,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",Victory Temple Fellowship Church,,,,,,,215.0,422.1643,1319.7305,463.57233,215.0,103892.18,100,9.416667,False,400.0,593.90546,5.0,4.0,2100.5918,,⛪ Tier 2: Nonprofit/Community,False,59.0,"{'solar_potential': 35, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7}",
SMART_ChIJPb_qZRLz2YkR0JT_WlSev9w,"512 Westcott St, Syracuse, NY 13210, United States",,,,,,,43.0414167,-76.1195145,church,,,0.0,,,,,,"['smart_discovery', 'mega churches in Syracuse NY']",University Christian Fellowship,"church,establishment,place_of_worship,point_of_interest",5.0,16.0,OPERATIONAL,http://www.ucf.org/,(315) 426-9775,440.0,863.9641,1329.0579,463.57233,440.0,223618.34,100,9.333333,False,400.0,1174.1149,10.0,4.0,2141.7583,,⛪ Tier 2: Nonprofit/Community,False,67.0,"{'solar_potential': 40, 'icp_relevance': 15, 'building_type': 2, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJS0dRfKTf2YkRjMfkTPSFa3o,"28 Lakeview Ave, Fulton, NY 13069, United States",,,,,,,43.316263,-76.4265623,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",iFreeze – Storage & Distribution Center,"establishment,point_of_interest,storage",4.6,35.0,OPERATIONAL,http://www.ifreeze.net/,(315) 598-9483,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJXdxJpSTy2YkRfSXSkEctA1Q,"245 Tex Simone Dr, Syracuse, NY 13208, United States",,,,,,,43.07735,-76.1675939,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Byrne Dairy - Syracuse Cold Storage,"establishment,point_of_interest,storage",3.0,163.0,OPERATIONAL,http://byrnedairy.com/,(315) 475-2121,4055.0,7962.215,1348.2303,463.57233,4055.0,2067522.8,100,9.25,False,400.0,9137.845,9.0,4.0,2156.2231,,📦 Tier 1: Warehousing/Storage,False,82.0,"{'solar_potential': 40, 'icp_relevance': 25, 'building_type': 10, 'business_identified': 7}",
SMART_ChIJK9BP_P7v2YkRAd1TSot6BUs,"264 Farrell Rd, Syracuse, NY 13209, United States",,,,,,,43.1176774,-76.2663348,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Americold Logistics Syracuse,"establishment,point_of_interest,storage",3.4,263.0,OPERATIONAL,https://www.americold.com/,(315) 451-3150,9731.0,19107.352,1362.9358,463.57233,9731.0,5125446.0,100,,False,400.0,21099.18,10.0,4.0,2204.2048,,📦 Tier 1: Warehousing/Storage,False,82.0,"{'solar_potential': 40, 'icp_relevance': 25, 'building_type': 10, 'business_identified': 7}",
SMART_ChIJxR1WD6kl14kRIGDwezf9wSo,"50 Maple Ave, Sodus, NY 14551, United States",,,,,,,43.2392174,-77.0597315,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Sodus Cold Storage Co Inc,"establishment,point_of_interest,storage",4.7,67.0,OPERATIONAL,http://soduscoldstorage.com/,(315) 483-6966,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJK95oE_cn14kRzcAPUFBSO5o,"4009 NY 104, Williamson, NY 14589, United States",,,,,,,43.233405,-77.19062699999999,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Williamson Cold Storage Inc,"establishment,point_of_interest,storage",4.0,20.0,OPERATIONAL,,(315) 589-5351,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJ8VePVn5H14kRTGfdq0mo3yQ,"6051 West Ave, Wolcott, NY 14590, United States",,,,,,,43.22106549999999,-76.82235279999999,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Wolcott Cold Storage Co Inc,"establishment,point_of_interest,storage",4.5,35.0,OPERATIONAL,http://www.wolcottcoldstorage.com/,(315) 594-8661,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJyyQKDyXr2YkR8HnY_8doaE0,"5425 Baldwin St, Brewerton, NY 13029, United States",,,,,,,43.2383387,-76.14333309999999,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']","SRC, Inc. - Corporate Headquarters - Building 1","establishment,point_of_interest",4.0,3.0,OPERATIONAL,http://www.srcinc.com/about/locations/syracuse-ny-building1.html,(315) 452-8000,0.0,,,,,0.0,,,,,,,,,,General Commercial,False,42.0,"{'solar_potential': 12, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJOTJsRjjr2YkRxXC5C58EnPU,"4600 Weller Canning Rd, Clay, NY 13041, United States",,,,,,,43.1872225,-76.1716721,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",B&C Storage,"establishment,point_of_interest,storage",5.0,6.0,OPERATIONAL,https://www.bcselfstorage.com/clay-storage/,(315) 469-6200,17.0,33.380432,1403.7557,463.57233,17.0,8109.231,100,10.166667,False,400.0,95.46191,6.0,4.0,2056.5295,,📦 Tier 1: Warehousing/Storage,False,60.0,"{'solar_potential': 15, 'icp_relevance': 25, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJD_-6gDLp2YkRXB_O5xKWBts,"4356 NY-31, Clay, NY 13041, United States",,,,,,,43.185738,-76.21284100000001,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Clay Highway Department,"establishment,point_of_interest",3.0,4.0,OPERATIONAL,,(315) 652-3800,133.0,261.1528,1358.1447,463.57233,133.0,69309.97,100,9.25,False,400.0,304.80115,3.0,4.0,2156.1216,,General Commercial,False,52.0,"{'solar_potential': 35, 'building_type': 10, 'business_identified': 7}",
SMART_ChIJJVuDCu5D14kRbio04ESZiH0,"14018 Keeley St, Red Creek, NY 13143, United States",,,,,,,43.2542288,-76.71641570000001,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Red Creek Cold Storage,"establishment,point_of_interest,storage",4.5,20.0,OPERATIONAL,http://www.redcreekcs.com/contact--directions.html,(315) 754-8034,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJbwktdBHp2YkRk2FzYpsi7FU,"4155 NY-31, Clay, NY 13041, United States",,,,,,,43.189362,-76.2266429,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Marketfair North,"establishment,point_of_interest,shopping_mall",4.2,584.0,OPERATIONAL,,,0.0,,,,,0.0,,,,,,,,,,General Commercial,False,42.0,"{'solar_potential': 12, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJWbVEo_Yn14kR1py_sHNH4Pk,"6509 Lake Ave, Williamson, NY 14589, United States",,,,,,,43.2357728,-77.18780679999999,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",K M Davies Co,"establishment,point_of_interest,storage",4.7,24.0,OPERATIONAL,http://www.kmdavies.com/,(315) 589-4811,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJjdHzBfcn14kRqMshSgV1X10,"3981 Railroad Ave, Williamson, NY 14589, United States",,,,,,,43.2339997,-77.1912155,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Williamson Building Supply Llc,"establishment,hardware_store,home_goods_store,locksmith,point_of_interest,store",4.5,16.0,OPERATIONAL,https://stores.truevalue.com/ny/williamson/18507,(315) 589-4221,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJDYQgvh_p2YkR_4VkEa5vRRk,"8530 Henry Clay Blvd, Clay, NY 13041, United States",,,,,,,43.1847278,-76.1994983,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",A-Verdi Self Storage Clay,"establishment,point_of_interest,storage",4.9,50.0,OPERATIONAL,https://www.averdiselfstorage.com/clay,(315) 622-2424,91.0,178.68349,1352.8906,463.57233,91.0,48499.164,100,9.333333,False,400.0,227.49655,1.0,4.0,2146.1978,,📦 Tier 1: Warehousing/Storage,False,70.0,"{'solar_potential': 25, 'icp_relevance': 25, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",
SMART_ChIJmY0VamDl2YkRfqONOQE8FNc,"2079 Church Rd, Baldwinsville, NY 13027, United States",,,,,,,43.1879202,-76.36242279999999,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",High Country Self Storage,"establishment,point_of_interest,storage",5.0,255.0,OPERATIONAL,https://www.thestorageadvantage.com/storage-units/new-york/baldwinsville/high-country/church-rd?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-church-rd,(315) 259-1500,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,67.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7, 'good_rating_bonus': 3}",True
SMART_ChIJPYAxLAqq1okRH31U6B5BSww,"260 State St, Brockport, NY 14420, United States",,,,,,,43.2138562,-77.9235826,industrial,,,0.0,,,,,,"['smart_discovery', 'cold storage facilities in Clay NY']",Lineage,"establishment,point_of_interest,storage",3.5,117.0,OPERATIONAL,https://www.onelineage.com/?utm_source=gmb&utm_medium=yext,(585) 637-3166,0.0,,,,,0.0,,,,,,,,,,📦 Tier 1: Warehousing/Storage,False,64.0,"{'solar_potential': 12, 'icp_relevance': 25, 'financial_viability': 10, 'building_type': 10, 'business_identified': 7}",True
